index,fname,label,real_int,real_str
188.0,188.png,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 1]","6, 5, 3, 9","Shirt, Sandal, Dress, Ankle boot"
189.0,189.png,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 1]","7, 8, 9, 1","Sneaker, Bag, Ankle boot, Trouser"
190.0,190.png,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]","4, 6, 2, 6","Coat, Shirt, Pullover, Shirt"
191.0,191.png,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1]","9, 0, 3, 3","Ankle boot, T-shirt/top, Dress, Dress"
192.0,192.png,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1]","0, 0, 8, 9","T-shirt/top, T-shirt/top, Bag, Ankle boot"
193.0,193.png,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]","7, 1, 3, 3","Sneaker, Trouser, Dress, Dress"
194.0,194.png,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","7, 1, 8, 1","Sneaker, Trouser, Bag, Trouser"
195.0,195.png,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]","7, 6, 5, 4","Sneaker, Shirt, Sandal, Coat"
196.0,196.png,"[1, 0, 0, 0, 0, 1, 0, 1, 1, 0]","7, 0, 5, 8","Sneaker, T-shirt/top, Sandal, Bag"
197.0,197.png,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0]","8, 0, 5, 4","Bag, T-shirt/top, Sandal, Coat"
198.0,198.png,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0]","0, 4, 6, 5","T-shirt/top, Coat, Shirt, Sandal"
199.0,199.png,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0]","2, 5, 5, 0","Pullover, Sandal, Sandal, T-shirt/top"
200.0,200.png,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1]","2, 0, 9, 7","Pullover, T-shirt/top, Ankle boot, Sneaker"
201.0,201.png,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","8, 9, 4, 7","Bag, Ankle boot, Coat, Sneaker"
202.0,202.png,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","8, 6, 0, 0","Bag, Shirt, T-shirt/top, T-shirt/top"
203.0,203.png,"[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]","6, 3, 0, 8","Shirt, Dress, T-shirt/top, Bag"
204.0,204.png,"[0, 0, 1, 1, 1, 0, 0, 1, 0, 0]","7, 3, 4, 2","Sneaker, Dress, Coat, Pullover"
205.0,205.png,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0]","4, 6, 8, 7","Coat, Shirt, Bag, Sneaker"
206.0,206.png,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 1]","5, 0, 6, 9","Sandal, T-shirt/top, Shirt, Ankle boot"
207.0,207.png,"[0, 1, 1, 0, 1, 0, 0, 0, 1, 0]","8, 4, 2, 1","Bag, Coat, Pullover, Trouser"
208.0,208.png,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 1]","9, 4, 6, 7","Ankle boot, Coat, Shirt, Sneaker"
209.0,209.png,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 1]","5, 3, 2, 9","Sandal, Dress, Pullover, Ankle boot"
210.0,210.png,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 0]","1, 4, 8, 8","Trouser, Coat, Bag, Bag"
211.0,211.png,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0]","0, 8, 4, 6","T-shirt/top, Bag, Coat, Shirt"
212.0,212.png,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0]","3, 4, 6, 5","Dress, Coat, Shirt, Sandal"
213.0,213.png,"[1, 0, 1, 1, 0, 0, 0, 1, 0, 0]","3, 2, 7, 0","Dress, Pullover, Sneaker, T-shirt/top"
214.0,214.png,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 1]","7, 9, 8, 1","Sneaker, Ankle boot, Bag, Trouser"
215.0,215.png,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]","0, 5, 1, 0","T-shirt/top, Sandal, Trouser, T-shirt/top"
216.0,216.png,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 1]","9, 4, 1, 3","Ankle boot, Coat, Trouser, Dress"
217.0,217.png,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0]","7, 6, 0, 7","Sneaker, Shirt, T-shirt/top, Sneaker"
218.0,218.png,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]","1, 5, 7, 6","Trouser, Sandal, Sneaker, Shirt"
219.0,219.png,"[0, 1, 0, 0, 0, 1, 1, 0, 0, 1]","1, 9, 5, 6","Trouser, Ankle boot, Sandal, Shirt"
220.0,220.png,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","2, 1, 0, 0","Pullover, Trouser, T-shirt/top, T-shirt/top"
221.0,221.png,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0]","8, 5, 6, 4","Bag, Sandal, Shirt, Coat"
222.0,222.png,"[1, 1, 0, 0, 0, 0, 1, 1, 0, 0]","0, 6, 7, 1","T-shirt/top, Shirt, Sneaker, Trouser"
223.0,223.png,"[0, 0, 1, 1, 0, 1, 0, 0, 1, 0]","3, 5, 2, 8","Dress, Sandal, Pullover, Bag"
224.0,224.png,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]","8, 7, 8, 5","Bag, Sneaker, Bag, Sandal"
225.0,225.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","8, 9, 9, 9","Bag, Ankle boot, Ankle boot, Ankle boot"
226.0,226.png,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]","6, 6, 8, 7","Shirt, Shirt, Bag, Sneaker"
227.0,227.png,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 0]","7, 6, 2, 1","Sneaker, Shirt, Pullover, Trouser"
228.0,228.png,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 1]","2, 9, 7, 5","Pullover, Ankle boot, Sneaker, Sandal"
229.0,229.png,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","8, 8, 8, 3","Bag, Bag, Bag, Dress"
230.0,230.png,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]","6, 6, 0, 3","Shirt, Shirt, T-shirt/top, Dress"
231.0,231.png,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 1]","9, 3, 9, 2","Ankle boot, Dress, Ankle boot, Pullover"
232.0,232.png,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]","7, 8, 7, 6","Sneaker, Bag, Sneaker, Shirt"
233.0,233.png,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 0]","5, 2, 3, 2","Sandal, Pullover, Dress, Pullover"
234.0,234.png,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]","4, 6, 2, 6","Coat, Shirt, Pullover, Shirt"
235.0,235.png,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1]","2, 9, 6, 6","Pullover, Ankle boot, Shirt, Shirt"
236.0,236.png,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]","3, 5, 3, 0","Dress, Sandal, Dress, T-shirt/top"
237.0,237.png,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]","4, 5, 0, 4","Coat, Sandal, T-shirt/top, Coat"
238.0,238.png,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0]","8, 5, 6, 0","Bag, Sandal, Shirt, T-shirt/top"
239.0,239.png,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","8, 8, 5, 5","Bag, Bag, Sandal, Sandal"
240.0,240.png,"[0, 1, 0, 1, 1, 1, 0, 0, 0, 0]","1, 3, 5, 4","Trouser, Dress, Sandal, Coat"
241.0,241.png,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]","9, 1, 5, 5","Ankle boot, Trouser, Sandal, Sandal"
242.0,242.png,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1]","3, 0, 3, 9","Dress, T-shirt/top, Dress, Ankle boot"
243.0,243.png,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]","5, 3, 8, 3","Sandal, Dress, Bag, Dress"
244.0,244.png,"[0, 0, 1, 1, 0, 1, 0, 0, 1, 0]","5, 8, 2, 3","Sandal, Bag, Pullover, Dress"
245.0,245.png,"[1, 0, 0, 1, 1, 0, 1, 0, 0, 0]","3, 4, 6, 0","Dress, Coat, Shirt, T-shirt/top"
246.0,246.png,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 1]","7, 1, 9, 5","Sneaker, Trouser, Ankle boot, Sandal"
247.0,247.png,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 1]","9, 2, 8, 7","Ankle boot, Pullover, Bag, Sneaker"
248.0,248.png,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","7, 1, 8, 1","Sneaker, Trouser, Bag, Trouser"
249.0,249.png,"[0, 0, 1, 1, 0, 0, 1, 0, 1, 0]","6, 8, 2, 3","Shirt, Bag, Pullover, Dress"
250.0,250.png,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]","3, 6, 0, 0","Dress, Shirt, T-shirt/top, T-shirt/top"
251.0,251.png,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0]","8, 3, 7, 0","Bag, Dress, Sneaker, T-shirt/top"
252.0,252.png,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]","0, 4, 3, 3","T-shirt/top, Coat, Dress, Dress"
253.0,253.png,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 1]","8, 6, 2, 9","Bag, Shirt, Pullover, Ankle boot"
254.0,254.png,"[0, 1, 1, 0, 1, 0, 0, 0, 1, 0]","8, 2, 4, 1","Bag, Pullover, Coat, Trouser"
255.0,255.png,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0]","5, 7, 4, 7","Sandal, Sneaker, Coat, Sneaker"
256.0,256.png,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 1]","8, 9, 3, 1","Bag, Ankle boot, Dress, Trouser"
257.0,257.png,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1]","9, 9, 4, 5","Ankle boot, Ankle boot, Coat, Sandal"
258.0,258.png,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 0]","7, 2, 6, 4","Sneaker, Pullover, Shirt, Coat"
259.0,259.png,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0]","6, 4, 1, 6","Shirt, Coat, Trouser, Shirt"
260.0,260.png,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","2, 1, 0, 3","Pullover, Trouser, T-shirt/top, Dress"
261.0,261.png,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 1]","0, 3, 4, 9","T-shirt/top, Dress, Coat, Ankle boot"
262.0,262.png,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]","5, 0, 3, 6","Sandal, T-shirt/top, Dress, Shirt"
263.0,263.png,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0]","3, 5, 1, 0","Dress, Sandal, Trouser, T-shirt/top"
264.0,264.png,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0]","7, 1, 0, 5","Sneaker, Trouser, T-shirt/top, Sandal"
265.0,265.png,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0]","7, 6, 8, 4","Sneaker, Shirt, Bag, Coat"
266.0,266.png,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","4, 8, 9, 2","Coat, Bag, Ankle boot, Pullover"
267.0,267.png,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 1]","9, 6, 2, 8","Ankle boot, Shirt, Pullover, Bag"
268.0,268.png,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1]","9, 3, 0, 3","Ankle boot, Dress, T-shirt/top, Dress"
269.0,269.png,"[0, 1, 1, 0, 0, 0, 1, 0, 1, 0]","2, 6, 8, 1","Pullover, Shirt, Bag, Trouser"
270.0,270.png,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 1]","2, 9, 6, 3","Pullover, Ankle boot, Shirt, Dress"
271.0,271.png,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 1]","6, 2, 3, 9","Shirt, Pullover, Dress, Ankle boot"
272.0,272.png,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 1]","7, 5, 9, 1","Sneaker, Sandal, Ankle boot, Trouser"
273.0,273.png,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0]","8, 1, 5, 8","Bag, Trouser, Sandal, Bag"
274.0,274.png,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 1]","9, 7, 5, 3","Ankle boot, Sneaker, Sandal, Dress"
275.0,275.png,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1]","5, 9, 8, 4","Sandal, Ankle boot, Bag, Coat"
276.0,276.png,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1]","0, 3, 9, 6","T-shirt/top, Dress, Ankle boot, Shirt"
277.0,277.png,"[0, 0, 1, 1, 0, 1, 0, 1, 0, 0]","7, 5, 3, 2","Sneaker, Sandal, Dress, Pullover"
278.0,278.png,"[1, 1, 0, 0, 0, 0, 1, 0, 1, 0]","0, 1, 8, 6","T-shirt/top, Trouser, Bag, Shirt"
279.0,279.png,"[0, 0, 1, 1, 0, 1, 1, 0, 0, 0]","5, 2, 6, 3","Sandal, Pullover, Shirt, Dress"
280.0,280.png,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","0, 3, 3, 2","T-shirt/top, Dress, Dress, Pullover"
281.0,281.png,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","2, 1, 0, 1","Pullover, Trouser, T-shirt/top, Trouser"
282.0,282.png,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0]","7, 6, 5, 2","Sneaker, Shirt, Sandal, Pullover"
283.0,283.png,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 1]","2, 9, 7, 1","Pullover, Ankle boot, Sneaker, Trouser"
284.0,284.png,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","1, 9, 1, 9","Trouser, Ankle boot, Trouser, Ankle boot"
285.0,285.png,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1]","9, 8, 0, 8","Ankle boot, Bag, T-shirt/top, Bag"
286.0,286.png,"[0, 1, 1, 0, 0, 0, 1, 0, 1, 0]","2, 1, 8, 6","Pullover, Trouser, Bag, Shirt"
287.0,287.png,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 0]","7, 1, 6, 2","Sneaker, Trouser, Shirt, Pullover"
288.0,288.png,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","1, 4, 2, 4","Trouser, Coat, Pullover, Coat"
289.0,289.png,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]","0, 0, 3, 6","T-shirt/top, T-shirt/top, Dress, Shirt"
290.0,290.png,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","7, 7, 5, 0","Sneaker, Sneaker, Sandal, T-shirt/top"
291.0,291.png,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0]","7, 4, 2, 2","Sneaker, Coat, Pullover, Pullover"
292.0,292.png,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1]","2, 7, 6, 9","Pullover, Sneaker, Shirt, Ankle boot"
293.0,293.png,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]","7, 7, 8, 6","Sneaker, Sneaker, Bag, Shirt"
294.0,294.png,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 0]","7, 5, 1, 3","Sneaker, Sandal, Trouser, Dress"
295.0,295.png,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1]","9, 0, 5, 7","Ankle boot, T-shirt/top, Sandal, Sneaker"
296.0,296.png,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]","3, 2, 6, 3","Dress, Pullover, Shirt, Dress"
297.0,297.png,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 1]","9, 0, 5, 8","Ankle boot, T-shirt/top, Sandal, Bag"
298.0,298.png,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 1]","8, 0, 9, 6","Bag, T-shirt/top, Ankle boot, Shirt"
299.0,299.png,"[1, 1, 0, 0, 1, 1, 0, 0, 0, 0]","0, 5, 1, 4","T-shirt/top, Sandal, Trouser, Coat"
300.0,300.png,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0]","6, 8, 4, 8","Shirt, Bag, Coat, Bag"
301.0,301.png,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1]","9, 4, 7, 5","Ankle boot, Coat, Sneaker, Sandal"
302.0,302.png,"[0, 1, 1, 0, 1, 0, 0, 0, 1, 0]","4, 2, 1, 8","Coat, Pullover, Trouser, Bag"
303.0,303.png,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 1]","6, 9, 7, 5","Shirt, Ankle boot, Sneaker, Sandal"
304.0,304.png,"[0, 1, 0, 1, 0, 1, 0, 1, 0, 0]","7, 3, 1, 5","Sneaker, Dress, Trouser, Sandal"
305.0,305.png,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]","5, 8, 8, 7","Sandal, Bag, Bag, Sneaker"
306.0,306.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]","4, 8, 9, 8","Coat, Bag, Ankle boot, Bag"
307.0,307.png,"[1, 0, 0, 0, 0, 1, 1, 1, 0, 0]","0, 5, 7, 6","T-shirt/top, Sandal, Sneaker, Shirt"
308.0,308.png,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]","5, 8, 0, 1","Sandal, Bag, T-shirt/top, Trouser"
309.0,309.png,"[0, 1, 1, 0, 0, 1, 0, 1, 0, 0]","5, 7, 2, 1","Sandal, Sneaker, Pullover, Trouser"
310.0,310.png,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0]","4, 6, 8, 5","Coat, Shirt, Bag, Sandal"
311.0,311.png,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1]","7, 5, 4, 9","Sneaker, Sandal, Coat, Ankle boot"
312.0,312.png,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 1]","1, 4, 2, 9","Trouser, Coat, Pullover, Ankle boot"
313.0,313.png,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0]","0, 4, 7, 3","T-shirt/top, Coat, Sneaker, Dress"
314.0,314.png,"[1, 0, 0, 1, 1, 0, 1, 0, 0, 0]","6, 4, 3, 0","Shirt, Coat, Dress, T-shirt/top"
315.0,315.png,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0]","1, 0, 7, 1","Trouser, T-shirt/top, Sneaker, Trouser"
316.0,316.png,"[0, 1, 0, 1, 0, 0, 1, 1, 0, 0]","6, 7, 1, 3","Shirt, Sneaker, Trouser, Dress"
317.0,317.png,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]","6, 4, 5, 6","Shirt, Coat, Sandal, Shirt"
318.0,318.png,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]","1, 9, 5, 1","Trouser, Ankle boot, Sandal, Trouser"
319.0,319.png,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1]","9, 5, 6, 6","Ankle boot, Sandal, Shirt, Shirt"
320.0,320.png,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 0]","7, 8, 2, 6","Sneaker, Bag, Pullover, Shirt"
321.0,321.png,"[0, 0, 0, 1, 0, 0, 1, 0, 1, 0]","3, 3, 8, 6","Dress, Dress, Bag, Shirt"
322.0,322.png,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 1]","1, 7, 9, 8","Trouser, Sneaker, Ankle boot, Bag"
323.0,323.png,"[0, 1, 0, 1, 1, 0, 0, 0, 1, 0]","8, 3, 1, 4","Bag, Dress, Trouser, Coat"
324.0,324.png,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0]","6, 5, 8, 0","Shirt, Sandal, Bag, T-shirt/top"
325.0,325.png,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","7, 7, 9, 8","Sneaker, Sneaker, Ankle boot, Bag"
326.0,326.png,"[1, 1, 0, 0, 0, 0, 1, 0, 1, 0]","1, 6, 0, 8","Trouser, Shirt, T-shirt/top, Bag"
327.0,327.png,"[1, 0, 1, 1, 0, 0, 0, 0, 1, 0]","2, 3, 0, 8","Pullover, Dress, T-shirt/top, Bag"
328.0,328.png,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0]","7, 1, 5, 0","Sneaker, Trouser, Sandal, T-shirt/top"
329.0,329.png,"[1, 0, 1, 0, 0, 1, 1, 0, 0, 0]","5, 0, 2, 6","Sandal, T-shirt/top, Pullover, Shirt"
330.0,330.png,"[0, 0, 0, 1, 0, 0, 1, 1, 1, 0]","7, 8, 3, 6","Sneaker, Bag, Dress, Shirt"
331.0,331.png,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0]","6, 5, 7, 8","Shirt, Sandal, Sneaker, Bag"
332.0,332.png,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0]","7, 0, 2, 6","Sneaker, T-shirt/top, Pullover, Shirt"
333.0,333.png,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]","1, 5, 7, 6","Trouser, Sandal, Sneaker, Shirt"
334.0,334.png,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]","6, 6, 0, 2","Shirt, Shirt, T-shirt/top, Pullover"
335.0,335.png,"[0, 1, 1, 0, 0, 1, 0, 0, 1, 0]","1, 2, 8, 5","Trouser, Pullover, Bag, Sandal"
336.0,336.png,"[1, 0, 0, 1, 1, 0, 1, 0, 0, 0]","0, 3, 4, 6","T-shirt/top, Dress, Coat, Shirt"
337.0,337.png,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0]","1, 4, 4, 6","Trouser, Coat, Coat, Shirt"
338.0,338.png,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1]","0, 8, 9, 8","T-shirt/top, Bag, Ankle boot, Bag"
339.0,339.png,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","1, 7, 1, 8","Trouser, Sneaker, Trouser, Bag"
340.0,340.png,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0]","3, 2, 8, 2","Dress, Pullover, Bag, Pullover"
341.0,341.png,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]","2, 2, 4, 3","Pullover, Pullover, Coat, Dress"
342.0,342.png,"[0, 1, 0, 0, 0, 1, 1, 0, 0, 0]","6, 5, 1, 5","Shirt, Sandal, Trouser, Sandal"
343.0,343.png,"[0, 1, 0, 1, 0, 0, 0, 1, 1, 0]","3, 1, 8, 7","Dress, Trouser, Bag, Sneaker"
344.0,344.png,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]","6, 2, 0, 2","Shirt, Pullover, T-shirt/top, Pullover"
345.0,345.png,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 1]","1, 9, 2, 7","Trouser, Ankle boot, Pullover, Sneaker"
346.0,346.png,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0]","7, 5, 5, 2","Sneaker, Sandal, Sandal, Pullover"
347.0,347.png,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","7, 7, 7, 6","Sneaker, Sneaker, Sneaker, Shirt"
348.0,348.png,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 1]","9, 4, 1, 3","Ankle boot, Coat, Trouser, Dress"
349.0,349.png,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]","0, 3, 5, 0","T-shirt/top, Dress, Sandal, T-shirt/top"
350.0,350.png,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 1]","9, 8, 1, 7","Ankle boot, Bag, Trouser, Sneaker"
351.0,351.png,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","7, 4, 4, 7","Sneaker, Coat, Coat, Sneaker"
352.0,352.png,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","2, 1, 4, 4","Pullover, Trouser, Coat, Coat"
353.0,353.png,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0]","4, 8, 6, 4","Coat, Bag, Shirt, Coat"
354.0,354.png,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","7, 1, 4, 1","Sneaker, Trouser, Coat, Trouser"
355.0,355.png,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","5, 7, 7, 7","Sandal, Sneaker, Sneaker, Sneaker"
356.0,356.png,"[0, 0, 0, 1, 0, 0, 1, 1, 0, 0]","7, 3, 6, 3","Sneaker, Dress, Shirt, Dress"
357.0,357.png,"[0, 1, 1, 0, 0, 1, 1, 0, 0, 0]","2, 5, 6, 1","Pullover, Sandal, Shirt, Trouser"
358.0,358.png,"[0, 1, 0, 1, 1, 1, 0, 0, 0, 0]","3, 1, 5, 4","Dress, Trouser, Sandal, Coat"
359.0,359.png,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 1]","5, 3, 6, 9","Sandal, Dress, Shirt, Ankle boot"
360.0,360.png,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0]","6, 7, 7, 4","Shirt, Sneaker, Sneaker, Coat"
361.0,361.png,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","0, 0, 9, 2","T-shirt/top, T-shirt/top, Ankle boot, Pullover"
362.0,362.png,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]","1, 0, 8, 8","Trouser, T-shirt/top, Bag, Bag"
363.0,363.png,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1]","9, 7, 0, 5","Ankle boot, Sneaker, T-shirt/top, Sandal"
364.0,364.png,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0]","6, 7, 0, 0","Shirt, Sneaker, T-shirt/top, T-shirt/top"
365.0,365.png,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 0]","8, 4, 7, 5","Bag, Coat, Sneaker, Sandal"
366.0,366.png,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 1]","5, 0, 6, 9","Sandal, T-shirt/top, Shirt, Ankle boot"
367.0,367.png,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 0]","6, 8, 7, 2","Shirt, Bag, Sneaker, Pullover"
368.0,368.png,"[0, 0, 0, 1, 0, 1, 0, 1, 1, 0]","3, 5, 8, 7","Dress, Sandal, Bag, Sneaker"
369.0,369.png,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1]","2, 9, 7, 4","Pullover, Ankle boot, Sneaker, Coat"
370.0,370.png,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 1]","2, 6, 9, 1","Pullover, Shirt, Ankle boot, Trouser"
371.0,371.png,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]","4, 6, 6, 3","Coat, Shirt, Shirt, Dress"
372.0,372.png,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0]","7, 0, 7, 2","Sneaker, T-shirt/top, Sneaker, Pullover"
373.0,373.png,"[1, 0, 1, 0, 0, 0, 0, 1, 1, 0]","7, 0, 8, 2","Sneaker, T-shirt/top, Bag, Pullover"
374.0,374.png,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0]","2, 8, 5, 2","Pullover, Bag, Sandal, Pullover"
375.0,375.png,"[1, 1, 1, 0, 0, 0, 0, 1, 0, 0]","1, 7, 0, 2","Trouser, Sneaker, T-shirt/top, Pullover"
376.0,376.png,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0]","6, 1, 7, 1","Shirt, Trouser, Sneaker, Trouser"
377.0,377.png,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 1]","4, 1, 0, 9","Coat, Trouser, T-shirt/top, Ankle boot"
